Article_ID	WOS_ID	Year	Title	Authors	Addresses	Affiliations
42861	WOS:000329815000018	2013	A Web-Based Interactive Intelligent Tutoring System for Enhancing Student Learning in a Foundational Engineering Dynamics Course	Fang, N; Guo, YQ	[Fang, Ning; Guo, Yongqing] Utah State Univ, Dept Engn Educ, Coll Engn, Logan, UT 84322 USA	Utah System of Higher Education; Utah State University
43051	WOS:000415503400003	2013	Differential influences of achievement approach goals and intrinsic/extrinsic motivation on help-seeking in e-learning	Yang, Y; Cao, L	[Yang, Yan; Cao, Li] Univ West Georgia, Coll Educ, Dept Educ Technol & Fdn, Educ Psychol, Carrollton, GA 30118 USA	University System of Georgia; University of West Georgia
47299	WOS:000210800200002	2013	Gender Differences in Business Faculty's Research Motivation	Chen, YN; Zhao, Q	[Chen, Yining; Zhao, Qin] Western Kentucky Univ, Bowling Green, KY 42101 USA	Western Kentucky University
47555	WOS:000328539200007	2013	Security Risks and Protection in Online Learning: A Survey	Chen, Y; He, W	[Chen, Yong; He, Wu] Old Dominion Univ, Norfolk, VA 23529 USA	Old Dominion University
48115	WOS:000210799800005	2013	Enable, Enhance, and Transform: How Technology Use Can Improve Gifted Education	Chen, J; Dai, DY; Zhou, Y	[Chen, Jingping] SUNY Albany, Dept Educ Theory & Practice, 1400 Washington Ave, Albany, NY 12222 USA; [Chen, Jingping] Ford Fdn, Int Fellowship Program, New York, NY USA; [Dai, David] SUNY Albany, Educ Psychol & Methodol, 1400 Washington Ave, Albany, NY 12222 USA; [Zhou, Yehan] SUNY Albany, Dept Educ & Counseling Psychol, 1400 Washington Ave, Albany, NY 12222 USA	State University of New York (SUNY) System; University at Albany, SUNY; State University of New York (SUNY) System; University at Albany, SUNY; State University of New York (SUNY) System; University at Albany, SUNY
49418	WOS:000433389400009	2013	A Bumpy Border Crossing into the Teaching Culture on a U.S. Campus: Experience of a Chinese Faculty Member	Cheng, Q; Wang, J; Zhang, SA	[Cheng, Qiang] Univ Mississippi, Dept Teacher Educ, Oxford, MS 38677 USA; [Wang, Jian; Zhang, Shaoan] Univ Nevada, Dept Teaching & Learning, Las Vegas, NV 89154 USA	University of Mississippi; Nevada System of Higher Education (NSHE); University of Nevada Las Vegas
51367	WOS:000346319400003	2014	Facilitating Social Collaboration in Mobile Cloud-Based Learning: A Teamwork as a Service (TaaS) Approach	Sun, G; Shen, J	[Sun, Geng; Shen, Jun] Univ Wollongong, Sch Informat Syst & Technol, Wollongong, NSW 2522, Australia	University of Wollongong
52025	WOS:000211578100007	2014	Quality and quality assurance in Chinese private higher education A multi-dimensional analysis and a proposed framework	Cao, YX; Li, XF	[Cao, Yingxia] Univ La Verne, Coll Business & Publ Management, Res Inst, La Verne, CA 91750 USA; [Li, Xiaofan] Catholic Univ Amer, Sociol, Washington, DC 20064 USA	University of La Verne; Catholic University of America
52133	WOS:000338619800011	2014	The role of academic emotions in the relationship between perceived academic control and self-regulated learning in online learning	You, JW; Kang, M	[You, Ji Won] Gachon Univ, Dept Early Childhood Educ, Songnam 461701, Gyeonggi Do, South Korea; [Kang, Myunghee] Ewha Womans Univ, Educ Technol Dept, Seoul 120750, South Korea	Gachon University; Ewha Womans University
52725	WOS:000343671900002	2014	Is English-medium instruction effective in improving Chinese undergraduate students' English competence?	Lei, J; Hu, GW	[Lei, Jun; Hu, Guangwei] Nanyang Technol Univ, Singapore, Singapore	Nanyang Technological University
52964	WOS:000331356300002	2014	Assessment training effects on student assessment skills and task performance in a technology-facilitated peer assessment	Liu, XY; Li, L	[Liu, Xiongyi] Cleveland State Univ, Dept Curriculum & Fdn, Cleveland, OH 44115 USA; [Li, Lan] Bowling Green State Univ, Sch Teaching & Learning, Bowling Green, OH 43403 USA	University System of Ohio; Cleveland State University; University System of Ohio; Bowling Green State University
53215	WOS:000344066200007	2014	Testing Accommodation or Modification? The Effects of Integrated Object Representation on Enhancing Geometry Performance in Children With and Without Geometry Difficulties	Zhang, DK; Wang, Q; Ding, Y; Liu, JJ	[Zhang, Dake] Rutgers State Univ, New Brunswick, NJ 08901 USA; [Wang, Qiu] Syracuse Univ, Syracuse, NY USA; [Ding, Yi] Fordham Univ, New York, NY 10023 USA; [Liu, Jeremy Jian] Gallup McKinley Cty Sch Dist, Gallup, NM USA	Rutgers University System; Rutgers University New Brunswick; Syracuse University; Fordham University
53520	WOS:000326349600002	2014	Beyond Cohen's d: Alternative Effect Size Measures for Between-Subject Designs	Peng, CYJ; Chen, LT	[Peng, Chao-Ying Joanne; Chen, Li-Ting] Indiana Univ, Bloomington, IN 47405 USA	Indiana University System; Indiana University Bloomington
53644	WOS:000210559300005	2014	The Composition of the Editorial Boards of General Marketing Journals	Pan, Y; Zhang, JQ	[Pan, Yue] Univ Dayton, Dayton, OH 45469 USA; [Zhang, Jason] Loyola Univ Maryland, Baltimore, MD USA	University System of Ohio; University of Dayton; Loyola University Maryland
53685	WOS:000214808600005	2014	Using peer instruction with hints in introductory business statistics	Ding, N; Xu, XY	[Ding, Ning; Xu, Xiaoyan] Hanze Univ Appl Sci, Groningen, Netherlands	
53746	WOS:000334425500004	2014	English-medium instruction in Chinese higher education: a case study	Hu, GW; Lei, J	[Hu, Guangwei; Lei, Jun] Nanyang Technol Univ, Natl Inst Educ, Singapore 637616, Singapore	Nanyang Technological University; National Institute of Education (NIE) Singapore
53787	WOS:000328254700005	2014	Chinese ESOL lecturers' stance on plagiarism: does knowledge matter?	Lei, J; Hu, GW	[Lei, Jun; Hu, Guangwei] Nanyang Technol Univ, Natl Inst Educ, Singapore 639798, Singapore	Nanyang Technological University; National Institute of Education (NIE) Singapore
54185	WOS:000214746600006	2014	Web Annotation and Threaded Forum: How Did Learners Use the Two Environments in an Online Discussion?	Sun, YY; Gao, F	[Sun, Yanyan] Ohio Univ, Instruct Technol Program, Athens, OH 45701 USA; [Gao, Fei] Bowling Green State Univ, Learning Design, Bowling Green, OH 43403 USA	University System of Ohio; Ohio University; University System of Ohio; Bowling Green State University
54257	WOS:000438702600005	2014	Learning Chinese Characters with Animated Etymology	He, J; Huang, H	[He, Jian] Monash Univ, Sch Sch Languages Literatures Cultures & Linguist, Melbourne, Vic, Australia; [Huang, Hui] Sch Languages Literatures Cultures & Linguist, Melbourne, Vic, Australia	Monash University
55324	WOS:000334061500006	2014	Silence as right, choice, resistance and strategy among Chinese 'Me Generation' students: implications for pedagogy	Ha, PL; Li, BH	[Ha, Phan Le; Li, Binghui] Monash Univ, Fac Educ, Clayton, Vic 3168, Australia	Monash University
56681	WOS:000436728300001	2014	East Asian International Students and Psychological Well-Being: A Systematic Review	Li, JQ; Wang, YL; Xiao, FY	[Li, Jiaqi] Texas Tech Univ, Counselor Educ Program, Lubbock, TX 79409 USA; [Wang, Yanlin] Texas Tech Univ, Educ Curriculum & Instruct, Lubbock, TX 79409 USA; [Xiao, Feiya] Texas Tech Univ, Sch Psychol Program, Lubbock, TX 79409 USA	Texas Tech University System; Texas Tech University; Texas Tech University System; Texas Tech University; Texas Tech University System; Texas Tech University
56845	WOS:000350429500013	2014	Adoption of the Mobile Campus in a Cyber University	Han, I; Han, S	[Han, Insook; Han, Seungyeon] Hanyang Cyber Univ, Seoul, South Korea	
56888	WOS:000343529700002	2014	THE ROLE OF BELIEFS AND MOTIVATION IN ASYNCHRONOUS ONLINE LEARNING IN COLLEGE-LEVEL CLASSES	Xie, K; Huang, K	[Xie, Kui] Ohio State Univ, Columbus, OH 43210 USA; [Huang, Kun] Mississippi State Univ, Mississippi State, MS 39762 USA	University System of Ohio; Ohio State University; Mississippi State University
57050	WOS:000339700000004	2014	Modeling students' time management in math homework	Xu, JZ; Yuan, RP; Xu, BA; Xu, MLD	[Xu, Jianzhong; Yuan, Ruiping] Mississippi State Univ, Mississippi State, MS 39762 USA; [Xu, Brian] Stanford Univ, Stanford, CA 94305 USA; [Xu, Melinda] Starkville High Sch, Starkville, MS USA	Mississippi State University; Stanford University
60949	WOS:000382845600005	2015	Chinese Students' Perceptions of the Value of Test Preparation Courses for the TOEFL iBT: Merit, Worth, and Significance	Ma, J; Cheng, LY	[Ma, Jia; Cheng, Liying] Queens Univ, Fac Educ, Assessment & Evaluat Grp, Kingston, ON K7L 3N6, Canada	Queens University - Canada
61844	WOS:000349441000005	2015	A Smart Home Test Bed for Undergraduate Education to Bridge the Curriculum Gap From Traditional Power Systems to Modernized Smart Grids	Hu, QR; Li, FX; Chen, CF	[Hu, Qinran; Li, Fangxing; Chen, Chien-fei] Univ Tennessee, Dept Elect Engn & Comp Sci, Knoxville, TN 37996 USA	University of Tennessee System; University of Tennessee Knoxville
61972	WOS:000367332000003	2015	Non-Borrowing Students' Perceptions of Student Loans and Strategies of Paying for College	Xue, M; Chao, X	[Xue, Mo] Univ Alabama, Dept Educ Studies Psychol Res Methodol & Counseli, Tuscaloosa, AL 35487 USA; [Chao, Xia] Duquesne Univ, Sch Educ, Pittsburgh, PA USA	University of Alabama System; University of Alabama Tuscaloosa; Duquesne University
62163	WOS:000359944300016	2015	Chinese university EFL teachers' perceptions of plagiarism	Lei, J; Hu, GW	[Lei, Jun; Hu, Guangwei] Nanyang Technol Univ, Natl Inst Educ, English Language & Literature, Singapore 637616, Singapore	Nanyang Technological University; National Institute of Education (NIE) Singapore
63378	WOS:000355854600010	2015	Technology use and learning characteristics of students in higher education: Do generational differences exist?	Lai, KW; Hong, KS	[Lai, Kwok-Wing] Univ Otago, Coll Educ, Educ, Dunedin 9054, New Zealand; [Lai, Kwok-Wing] Ctr Distance Educ & Learning Technol, Dunedin, New Zealand; [Hong, Kian-Sam] Univ Malaysia Sarawak, Fac Cognit Sci & Human Dev, Sarawak, Malaysia; [Hong, Kian-Sam] Univ Malaysia Sarawak, Ctr Appl Learning & Multimedia, Sarawak, Malaysia	University of Otago; University of Malaysia Sarawak; University of Malaysia Sarawak
63514	WOS:000364225800006	2015	Implementation of task-based language teaching in Chinese as a foreign language: benefits and challenges	Bao, R; Du, XY	[Bao, Rui; Du, Xiangyun] Aalborg Univ, Dept Learning & Philosophy, DK-9000 Aalborg, Denmark	Aalborg University
64935	WOS:000360937400008	2015	College education and attitudes toward democracy in China: an empirical study	Wang, G; Wu, LY; Han, RB	[Wang, Gang] Univ Calif Berkeley, Berkeley, CA 94720 USA; [Wu, Liyun] Norfolk State Univ, Ethelyn R Strong Sch Social Work, Norfolk, VA 23504 USA; [Han, Rongbin] Univ Georgia, Dept Int Affairs, Athens, GA 30602 USA	University of California System; University of California Berkeley; Norfolk State University; University System of Georgia; University of Georgia
65040	WOS:000367813300007	2015	Graduate Writing Assignments Across Faculties in a Canadian University	Shi, L; Dong, YN	[Shi, Ling] Univ British Columbia, Dept Language & Literacy Educ, Vancouver, BC V5Z 1M9, Canada; [Dong, Yanning] Univ British Columbia, Vancouver, BC V5Z 1M9, Canada	University of British Columbia; University of British Columbia
65640	WOS:000357622200012	2015	Effectiveness of E-learning 2.0 Tools and Services to Support Learner-Learner Virtual Interactions in a Global Engineering Class	Liu, A; Dai, Y; Lu, S	[Liu, Ang; Lu, Stephen] Univ So Calif, Dept Aerosp & Mech Engn, Los Angeles, CA 90089 USA; [Dai, Yun] Univ Calif Santa Barbara, Gevirtz Grad Sch Educ, Santa Barbara, CA 93106 USA	University of Southern California; University of California System; University of California Santa Barbara
66702	WOS:000349795400002	2015	Energy pumping analysis of skating motion in a half pipe and on a level surface	Feng, ZC; Xin, M	[Feng, Z. C.; Xin, Ming] Univ Missouri, Dept Mech & Aerosp Engn, Columbia, MO 65211 USA	University of Missouri System; University of Missouri Columbia
68220	WOS:000372364400014	2016	Managing rater effects through the use of FACETS analysis: the case of a university placement test	Wu, SM; Tan, S	[Wu, Siew Mei; Tan, Susan] Natl Univ Singapore, Ctr English Language Commun, Singapore 117548, Singapore	National University of Singapore
70934	WOS:000514379600018	2016	Comparing DIF methods for data with dual dependency	Jin, Y; Kang, M	[Jin, Ying] Middle Tennessee State Univ, Dept Psychol, Jones Hall 308, Murfreesboro, TN 37130 USA; [Kang, Minsoo] Middle Tennessee State Univ, Dept Hlth & Human Performance, Murphy Ctr 128, Murfreesboro, TN 37132 USA	Middle Tennessee State University; Middle Tennessee State University
70935	WOS:000374234200004	2016	Student Misconceptions about Force and Acceleration in Physics and Engineering Mechanics Education	Liu, G; Fang, N	[Liu, Gang; Fang, Ning] Utah State Univ, Coll Engn, Dept Engn Educ, Logan, UT 84322 USA	Utah System of Higher Education; Utah State University
71547	WOS:000383750900004	2016	Interactive computer simulation and animation for improving student learning of particle kinetics	Fang, N; Guo, Y	[Fang, N.; Guo, Y.] Utah State Univ, Dept Engn Educ, 4160 Old Main Hill, Logan, UT 84322 USA	Utah System of Higher Education; Utah State University
71885	WOS:000388287900006	2016	A Questionnaire-Based Validation of Multidimensional Models of Self-Regulated Learning Strategies	Teng, LS; Zhang, LJ	[Teng, Lin Sophie; Zhang, Lawrence Jun] Univ Auckland, Fac Educ & Social Work, Sch Curriculum & Pedag, Private Bag 92601,Symonds St, Auckland 1150, New Zealand	University of Auckland
71945	WOS:000371929800010	2016	Plagiarism in English academic writing: A comparison of Chinese university teachers' and students' understandings and stances	Hu, GW; Lei, J	[Hu, Guangwei; Lei, Jun] Nanyang Technol Univ, Natl Inst Educ, English Language & Literature Acad Grp, 1 Nanyang Walk, Singapore 637616, Singapore	Nanyang Technological University; National Institute of Education (NIE) Singapore
72340	WOS:000380362400006	2016	The effect of peer assessment on project performance of students at different learning levels	Li, L; Gao, F	[Li, Lan] Bowling Green State Univ, Sch Teaching & Learning, Bowling Green, OH 43403 USA; [Gao, Fei] Bowling Green State Univ, Dept Visual Commun & Technol Educ, Bowling Green, OH 43403 USA	University System of Ohio; Bowling Green State University; University System of Ohio; Bowling Green State University
72444	WOS:000373137100012	2016	Fostering Strategic Learning: The Development and Validation of the Writing Strategies for Motivational Regulation Questionnaire (WSMRQ)	Teng, LS; Zhang, LJ	[Teng, Lin Sophie; Zhang, Lawrence Jun] Univ Auckland, Sch Curriculum & Pedag, Fac Educ, Symonds St,Private Bag 92601, Auckland 1150, New Zealand	University of Auckland
72836	WOS:000387122000010	2016	Managing Student Diversity in Business Education: Incorporating Campus Diversity Into the Curriculum to Foster Inclusion and Academic Success of International Students	Zhang, MM; Xia, J; Fan, D; Zhu, JC	[Zhang, Mingqiong Mike] Monash Univ, Int Business & Int Management, Dept Management, Melbourne, Vic, Australia; [Xia, Jie] Monash Univ, Dept Management, Melbourne, Vic, Australia; [Fan, Di] Curtin Univ, Int Business, Sch Management, Curtin Business Sch, Perth, WA, Australia; [Zhu, Jiuhua Cherrie] Monash Univ, Human Resource Management & Chinese Studies, Dept Management, Melbourne, Vic, Australia	Monash University; Monash University; Curtin University; Monash University
73917	WOS:000385826100010	2016	Tagclouds and group cognition: Effect of tagging support on students' reflective learning in team blogs	Xie, Y; Lin, SY	[Xie, Ying] Northern Illinois Univ, Instruct Technol, De Kalb, IL USA; [Lin, Shu-Yuan] Idaho State Univ, Coll Educ, Pocatello, ID 83209 USA	Northern Illinois University; Idaho State University
73933	WOS:000388497800003	2016	Adult Attachment, Perceived Social Support, Cultural Orientation, and Depressive Symptoms: A Moderated Mediation Model	Zhu, WZ; Wang, CCDC; Chong, CC	[Zhu, Wenzhen; Wang, Chiachih D. C.; Chong, Chu Chian] Univ North Texas, Dept Psychol, Denton, TX 76203 USA	University of North Texas System; University of North Texas Denton
74283	WOS:000372214900005	2016	The Effect of Florida's Bright Futures Program on College Choice: A Regression Discontinuity Approach	Zhang, L; Hu, SP; Sun, L; Pu, S	[Zhang, Liang] Penn State Univ, Higher Educ & Labor Studies, University Pk, PA 16802 USA; [Hu, Shouping] Florida State Univ, Higher Educ, Tallahassee, FL 32306 USA; [Sun, Liang; Pu, Shi] Penn State Univ, University Pk, PA 16802 USA	Pennsylvania Commonwealth System of Higher Education (PCSHE); Pennsylvania State University; Penn State Behrend; Pennsylvania State University - University Park; State University System of Florida; Florida State University; Pennsylvania Commonwealth System of Higher Education (PCSHE); Pennsylvania State University; Penn State Behrend; Pennsylvania State University - University Park
76576	WOS:000377529300003	2016	Fairness in Admission: Voices from Rural Chinese Female Students in Selective Universities in Chinese Mainland	Ma, Y; Wang, L	[Ma, Yingyi] Syracuse Univ, Dept Sociol, Maxwell Sch Citizenship & Publ Affairs, Syracuse, NY 13244 USA; [Wang, Lifang] Syracuse Univ, Sch Educ, Cultural Fdn Educ, Syracuse, NY 13244 USA	Syracuse University; Syracuse University
76725	WOS:000382222600004	2016	Meeting the Needs of Chinese International Students: Is There Anything We Can Learn From Their Home System?	Liu, W; Lin, XB	[Liu, Wei; Lin, Xiaobing] Univ Alberta, 8715 154 St, Edmonton, AB T5R 1S6, Canada	University of Alberta
77161	WOS:000374495300004	2016	Designing a Virtual-Reality-Based, Gamelike Math Learning Environment	Xu, XH; Ke, FF	[Xu, Xinhao; Ke, Fengfeng] Florida State Univ, Tallahassee, FL 32306 USA	State University System of Florida; Florida State University
77198	WOS:000377450300001	2016	Examining the text quality of English/Chinese bilingual children's picture books	Huang, QY; Chen, XN	[Huang, Qiaoya] SUNY Coll Fredonia, Dept Language Learning & Leadership, Fredonia, NY 14063 USA; [Chen, Xiaoning] Natl Louis Univ, Natl Coll Educ, Chicago, IL USA	State University of New York (SUNY) System; SUNY Fredonia; National Louis University
80118	WOS:000394372900003	2017	Rethinking Graduation and Time to Degree: A Fresh Perspective	Yue, HT; Fu, XN	[Yue, Hongtao] Calif State Univ Fresno, Off Inst Effectiveness, 5241 N Maple,ML 47, Fresno, CA 93740 USA; [Fu, Xuanning] Calif State Univ Fresno, 5200 N Barton,M-S ML54, Fresno, CA 93740 USA	California State University System; California State University Fresno; California State University System; California State University Fresno
81217	WOS:000400725700002	2017	Unit of Analysis: Impact of Silverman and Solmon's Article on Field-Based Intervention Research in Physical Education in the USA	Li, WD; Chen, YJ; Xiang, P; Xie, XG; Li, YL	[Li, Weidong; Chen, Yung-Ju; Xie, Xiuge; Li, Yilin] Ohio State Univ, Dept Human Sci, Columbus, OH 43210 USA; [Xiang, Ping] Texas A&M Univ, Dept Hlth & Kinesiol, College Stn, TX USA	University System of Ohio; Ohio State University; Texas A&M University System; Texas A&M University College Station
82597	WOS:000405723300001	2017	An inverted classroom approach to educate MATLAB in chemical process controlXianhua	Li, XH; Huang, ZY	[Li, Xianhua; Huang, Zuyi (Jacky)] Villanova Univ, Dept Chem Engn, Villanova, PA 19085 USA	Villanova University
82806	WOS:000418637100001	2017	Digital informal learning among Chinese university students: the effects of digital competence and personal factors	He, T; Zhu, C	[He, Tao; Zhu, Chang] Vrije Univ Brussel, Dept Educ Sci, Pl Laan 2, B-1050 Brussels, Belgium	Vrije Universiteit Brussel
83129	WOS:000399351400004	2017	Internationalization of Canadian higher education: discrepancies between policies and international student experiences	Guo, Y; Guo, SB	[Guo, Yan; Guo, Shibao] Univ Calgary, Werklund Sch Educ, 2500 Univ Dr NW, Calgary, AB T2N 1N4, Canada	University of Calgary
84327	WOS:000397225200002	2017	On mathematical understanding: perspectives of experienced Chinese mathematics teachers	Cai, JF; Ding, MX	[Cai, Jinfa] Univ Delaware, 523 Ewing Hall, Newark, DE 19716 USA; [Ding, Meixia] Temple Univ, Philadelphia, PA 19122 USA	University of Delaware; Pennsylvania Commonwealth System of Higher Education (PCSHE); Temple University
85263	WOS:000443684100013	2017	The Effects of Game Design Experience on Teachers' Attitudes and Perceptions regarding the Use of Digital Games in the Classroom	An, YJ; Cao, L	[An, Yun-Jo; Cao, Li] Univ West Georgia, Dept Educ Technol & Fdn, Carrollton, GA 30118 USA	University System of Georgia; University of West Georgia
85378	WOS:000423950100006	2017	An Evaluation Framework for Selecting Collaboration Systems for Student Teamwork	Shen, YD; Li, L; Zheng, GZ; Guo, R	[Shen, Yide] Rowan Univ, Rohrer Coll Business, Glassboro, NJ 08028 USA; [Li, Lei; Zheng, Guangzhi] Kennesaw State Univ, Coll Comp & Software Engn, Informat Technol, Kennesaw, GA USA; [Guo, Rong] Univ West Georgia, Richard Coll Business, Carrollton, GA USA	Rowan University; University System of Georgia; Kennesaw State University; University System of Georgia; University of West Georgia
85460	WOS:000394903500006	2017	Examining a one-hour synchronous chat in a microblogging-based professional development community	Gao, F; Li, L	[Gao, Fei] Bowling Green State Univ, Learning Design, Bowling Green, OH 43403 USA; [Li, Lan] Bowling Green State Univ, Classroom Technol, Bowling Green, OH 43403 USA	University System of Ohio; Bowling Green State University; University System of Ohio; Bowling Green State University
86076	WOS:000396524800001	2017	Toward a cybersecurity curriculum model for undergraduate business schools: A survey of AACSB-accredited institutions in the United States	Yang, SC; Wen, B	[Yang, Samuel C.] Calif State Univ Fullerton, Fullerton, CA USA; [Wen, Bo] Claremont Grad Univ, Claremont, CA USA	California State University System; California State University Fullerton; Claremont Colleges; Claremont Graduate University
86086	WOS:000423932500004	2017	Adoption of open educational resources (OER) textbook for an introductory information systems course	Wang, SH; Wang, H	[Wang, Shouhong] Univ Massachusetts Dartmouth, Charlton Coll Business, Dartmouth, MA 02747 USA; [Wang, Hai] St Marys Univ, Sobey Sch Business, Halifax, NS, Canada	University of Massachusetts System; University Massachusetts Dartmouth; Saint Marys University - Canada
86590	WOS:000403563200005	2017	Academic procrastination in linking motivation and achievement-related behaviours: a perspective of expectancy-value theory	Wu, F; Fan, WH	[Wu, Fan; Fan, Weihua] Univ Houston, Dept Psychol Hlth & Learning Sci, Coll Educ, Houston, TX 77004 USA	University of Houston System; University of Houston
86668	WOS:000411058200004	2017	Collaborative Online Teamwork: Exploring Students' Satisfaction and Attitudes with Google Hangouts as a Supplementary Communication Tool	He, JX; Huang, XX	[He, Jinxia] Montclair State Univ, 1 Normal Ave, Montclair, NJ 07043 USA; [Huang, Xiaoxia] Western Kentucky Univ, Sch Teacher Educ, Instruct Design, Bowling Green, KY 42101 USA	Montclair State University; Western Kentucky University
88180	WOS:000390387400002	2017	It takes two shining lights to brighten the room: peer effects with random roommate assignments	Zhang, L; Pu, S	[Zhang, Liang; Pu, Shi] Penn State Univ, Dept Educ Policy Studies, State Coll, PA 16804 USA	Pennsylvania Commonwealth System of Higher Education (PCSHE); Pennsylvania State University; Pennsylvania State University - University Park
88793	WOS:000452729700007	2018	Working Memory Load and Automaticity in Relation to Problem Solving in College Engineering Students	Wang, Q; Ding, Y; Yu, Q	[Wang, Qian] Manhattan Coll, Civil & Environm Engn, 4513 Manhattan Coll Pkwy, Riverdale, NY 10471 USA; [Ding, Yi] Fordham Univ, Sch Psychol, 113 West 60th St,Lowenstein Bldg Room 1008, New York, NY 10023 USA; [Yu, Qiong] Fordham Univ, Sch Psychol Program, 113 West 60th St,Lowenstein Bldg, New York, NY 10023 USA	Manhattan University; Fordham University; Fordham University
89877	WOS:000445311100029	2018	Exploring the relationship between online discourse and commitment in Twitter professional learning communities	Xing, WL; Gao, F	[Xing, Wanli] Texas Tech Univ, Dept Educ Psychol & Leadership, Lubbock, TX 79409 USA; [Gao, Fei] Bowling Green State Univ, Dept Visual Commun & Technol Educ, Bowling Green, OH 43403 USA	Texas Tech University System; Texas Tech University; University System of Ohio; Bowling Green State University
90368	WOS:000460809700005	2018	Computerized Dynamic Assessment and Second Language Learning: Programmed Mediation to Promote Future Development	Qin, TY; Zhang, J	[Qin, Tianyu] Carnegie Mellon Univ, Pittsburgh, PA 15213 USA; [Zhang, Jie] Univ Oklahoma, Norman, OK 73019 USA	Carnegie Mellon University; University of Oklahoma System; University of Oklahoma - Norman
92711	WOS:000515680500002	2018	A qualitative study on learning trajectories of non-native Chinese instructors as successful Chinese language learners	Liu, SJ; Wang, F	[Liu, Shijuan] Indiana Univ Penn, Dept Foreign Languages, Room 456,Sutton Hall, Indiana, PA 15705 USA; [Wang, Fu] Univ Penn, Grad Sch Educ, Stat Measurement Assessment & Res Technol, 3700 Walnut St, Philadelphia, PA 19104 USA	Pennsylvania State System of Higher Education (PASSHE); Indiana University of Pennsylvania; University of Pennsylvania
93562	WOS:000441494100023	2018	What influences the effect of texting-based instruction on vocabulary acquisition? Learners' behavior and perception	Li, J; Deng, QZ	[Li, Jia] Univ Ontario Inst Technol, EDU 513,11 Simcoe St North,POB 385, Oshawa, ON L1H 7R7, Canada; [Deng, Qizhen] Boise State Univ, Educ 505, 1910 Univ Dr, Boise, ID 83725 USA	Ontario Tech University; Boise State University
94058	WOS:000426626700003	2018	Determinants of college students' use of online collaborative help-seeking tools	Ding, L; Er, EK	[Ding, Lu; Er, Erkan] Univ Georgia, Coll Educ, Learning Design & Technol, Athens, GA 30602 USA	University System of Georgia; University of Georgia
94413	WOS:000427248300003	2018	Turnitin and peer review in ESL academic writing classrooms	Li, JR; Li, MM	[Li, Jinrong] Georgia Southern Univ, Dept Writing & Linguist, Statesboro, GA 30460 USA; [Li, Mimi] Texas A&M Univ Commerce, Dept Literature & Languages, Commerce, TX USA	University System of Georgia; Georgia Southern University; Texas A&M University System; East Texas A&M University Commerce
94635	WOS:000430763100003	2018	Fostering student engagement in online discussion through social learning analytics	Chen, BD; Chang, YH; Ouyang, F; Zhou, WY	[Chen, Bodong; Chang, Yu-Hui; Ouyang, Fan] Univ Minnesota, Coll Educ & Human Dev, 1954 Buford Ave,Suite 210, St Paul, MN 55108 USA; [Zhou, Wanying] Univ Minnesota, Coll Liberal Arts, 101 Pleasant St SE, Minneapolis, MN 55455 USA	University of Minnesota System; University of Minnesota Twin Cities; University of Minnesota System; University of Minnesota Twin Cities
94656	WOS:000429893700006	2018	Strategic and unpressured within-task planning and their associations with working memory	Li, SF; Fu, MX	[Li, Shaofeng] Univ Auckland, Auckland 1142, New Zealand; [Fu, Mengxia] Univ Auckland, Appl Linguist, Auckland, New Zealand	University of Auckland; University of Auckland
94985	WOS:000515680500014	2018	Linking up learners of Chinese with native speakers through WeChat in an Australian tertiary CFL curriculum	Jiang, WY; Li, W	[Jiang, Wenying; Li, Wei] Univ Queensland, Sch Languages & Cultures, St Lucia, Qld 4072, Australia	University of Queensland
95004	WOS:000429618000007	2018	Investigating the building of a WeChat-based community of practice for language teachers' professional development	Qi, GY; Wang, YP	[Qi, Grace Yue] Griffith Univ, Language Educ, Nathan, Qld, Australia; [Wang, Yuping] Griffith Univ, Sch Humanities Languages & Social Sci, Chinese, Nathan, Qld, Australia	Griffith University; Griffith University
95457	WOS:000440945500002	2018	Understanding women's stories about drinking: implications for health interventions	Yang, YY; Tang, L	[Yang, Yiyi] Univ N Carolina, Dept Commun Studies, Wilmington, NC 28401 USA; [Tang, Lu] Texas A&M Univ, Dept Commun, College Stn, TX USA	University of North Carolina; University of North Carolina Wilmington; Texas A&M University System; Texas A&M University College Station
95466	WOS:000452005600007	2018	Evaluation of a New Method for Providing Full Review Opportunities in Computerized Adaptive Testing-Computerized Adaptive Testing With Salt	Cui, ZM; Liu, CY; He, Y; Chen, HW	[Cui, Zhongmin; He, Yong] ACT Inc, Psychometr Res, 500 ACT Dr, Iowa City, IA 52243 USA; [Liu, Chunyan] Natl Board Med Examiners, Psychometr & Data Anal, 3750 Market St, Philadelphia, PA 19104 USA; [Chen, Hanwei] ACT Inc, 500 ACT Dr, Iowa City, IA 52243 USA	ACT Inc.; ACT Inc.
95813	WOS:000452817500006	2018	Gender achievement gaps among Chinese middle school students and the role of teachers' gender	Xu, D; Li, QJ	[Xu, Di; Li, Qiujie] Univ Calif Irvine, Irvine, CA 92717 USA	University of California System; University of California Irvine
95952	WOS:000434159000007	2018	Mastery-based language learning outside class: Learning support in flipped classrooms	Wang, YP; Qi, GY	[Wang, Yuping] Griffith Univ, Sch Humanities Languages & Social Sci, Nathan, Qld 4111, Australia; [Qi, Grace Yue] Griffith Univ, Sch Humanities Languages & Social Sci, Language Educ, Nathan, Qld 4111, Australia	Griffith University; Griffith University
