Article_ID	WOS_ID	Year	Title	Authors	Addresses	Affiliations
189804	WOS:001166849400001	2024	Unleashing ChatGPT's Power: A Case Study on Optimizing Information Retrieval in Flipped Classrooms via Prompt Engineering	Wang, M; Wang, MJ; Xu, X; Yang, LQ; Cai, DB; Yin, MH	[Wang, Mo; Xu, Xin; Yang, Lanqing; Yin, Minghao] Northeast Normal Univ, Changchun 130024, Peoples R China; [Wang, Minjuan] San Diego State Univ, Learning Design & Technol, San Diego, CA 92182 USA; [Cai, Dunbo] China Mobile Suzhou Software Technol Co Ltd, Ctr Technol Res & Innovat, Suzhou 215000, Peoples R China	Northeast Normal University - China; California State University System; San Diego State University; China Mobile
189901	WOS:001147022000001	2024	Naming Research Participants in Qualitative Language Learning Research: Numbers, Pseudonyms, or Real Names?	Wang, SX; Ramdani, JM; Sun, ST; Bose, P; Gao, XS	[Wang, Sixuan] Fudan Univ, Coll Foreign Languages & Literature, Shanghai, Peoples R China; [Ramdani, Junjun Muhamad] Univ Siliwangi, English Educ Dept, Tasikmalaya, Indonesia; [Sun, Shuting (Alice); Bose, Priyanka; Gao, Xuesong (Andy)] Univ New South Wales, Sch Educ, High St, Kensington, NSW 2052, Australia; [Gao, Xuesong (Andy)] Univ New South Wales, Fac Arts Design & Architecture, Sch Educ, Sydney, Australia	Fudan University; University of New South Wales Sydney; University of New South Wales Sydney
189938	WOS:001189935000001	2024	Testing the Relationship of Linguistic Complexity to Second Language Learners' Comparative Judgment on Text Difficulty	Zhang, XP; Lu, XF	[Zhang, Xiaopeng] Xi An Jiao Tong Univ, Xian, Peoples R China; [Lu, Xiaofei] Penn State Univ, Penn State Extens, State Coll, PA USA; [Lu, Xiaofei] Penn State Univ, Dept Appl Linguist, 234 Sparks Bldg, University Pk, PA 16802 USA	Xi'an Jiaotong University; Pennsylvania Commonwealth System of Higher Education (PCSHE); Pennsylvania State University; Pennsylvania State University - University Park; Pennsylvania Commonwealth System of Higher Education (PCSHE); Pennsylvania State University; Penn State Behrend; Pennsylvania State University - University Park
189947	WOS:001305666900001	2024	The effects of language learning strategy instruction on college students' ' English achievement and learner autonomy in mainland China: A meta-analysis	Wang, X; Zhang, QY; Chen, HC; Neitzel, AJ; Davis, MH	[Wang, Xue; Zhang, Qiyang; Davis, Marcia H.] Johns Hopkins Univ, Sch Educ, 2800 N Charles St, Baltimore, MD 21218 USA; [Chen, Huanchun] East China Normal Univ, Dept Educ, North Zhongshan Rd Campus 3663 N, Shanghai, Peoples R China; [Neitzel, Amanda J.] Johns Hopkins Univ, Ctr Res & Reform Educ, 300 E Joppa Rd 500, Towson, MD 21286 USA	Johns Hopkins University; East China Normal University; Johns Hopkins University
190093	WOS:001206443800001	2024	Adolescents' loneliness and problematic smartphone use: The mediating role of upward social comparison and the moderating role of self-identity	Shao, SY; Mao, NN; Zhang, ZT; Yang, M; He, SY; Yue, XD; Li, CH; Cui, LX	[Shao, Siyang; Mao, Ningning; Zhang, Zhengtian; Yang, Mo; He, Siyu; Yue, Xiaodong; Cui, Lixia] Capital Normal Univ, Beijing Key Lab Learning & Cognit, Jia 23 Fuwai Baiduizi, Beijing, Peoples R China; [Shao, Siyang; Mao, Ningning; Zhang, Zhengtian; Yang, Mo; He, Siyu; Yue, Xiaodong; Cui, Lixia] Capital Normal Univ, Sch Psychol, Jia 23 Fuwai Baiduizi, Beijing, Peoples R China; [Li, Chieh] Northeastern Univ, Dept Appl Psychol, Boston, MA 02115 USA	Capital Normal University; Capital Normal University; Northeastern University
190282	WOS:001385326300001	2024	Personalized games for computer science education in higher education: the effect of personalization feature on students' engagement and flow state	Zhong, L; Zhou, JX	[Zhong, Lin] Southern Illinois Univ Carbondale, Sch Educ, 625 Wham Dr 4624, Carbondale, IL 62901 USA; [Zhou, Jingxiang] Xihua Univ, Sch Sci, Chengdu 610039, Peoples R China	Southern Illinois University System; Southern Illinois University; Xihua University
190429	WOS:001334754100001	2024	Predicting student burnout in blended environments: a complementary PLS-SEM and machine learning approach	Tu, YX; Huang, CQ; Wang, QY; Zhou, YG; Han, ZM; Huang, QH	[Tu, Yaxin; Huang, Changqin; Han, Zhongmei; Huang, Qionghao] Zhejiang Normal Univ, Key Lab Intelligent Educ Technol & Applicat Zhejia, Jinhua, Peoples R China; [Wang, Qiyun] Nanyang Technol Univ, Natl Inst Educ, Dept Learning Sci & Assessment, Singapore City, Singapore; [Wang, Qiyun] Nanyang Technol Univ, Ctr Res & Dev Learning, Singapore City, Singapore; [Zhou, Yougen] East China Normal Univ, Sch Comp Sci & Technol, Shanghai, Peoples R China	Zhejiang Normal University; Nanyang Technological University; National Institute of Education (NIE) Singapore; Nanyang Technological University; East China Normal University
190452	WOS:001187925200001	2024	Learning academic vocabulary through reading online news	Dang, TNY; Lu, CL	[Lu, Cailing] Shanghai Jiao Tong Univ, 800 Dongchuan Rd, Shanghai 200240, Peoples R China; [Dang, Thi Ngoc Yen] Univ Leeds, Sch Educ, Leeds, England	Shanghai Jiao Tong University; University of Leeds
190466	WOS:001376766000001	2024	Research into practice: Digital multimodal composition in second language writing	Yu, SL; Di Zhang, E; Liu, CH	[Yu, Shulin] Univ Macau, Fac Educ, Macau, Peoples R China; [Di Zhang, Emily] Shanghai Jiao Tong Univ, Sch Foreign Languages, Shanghai, Peoples R China; [Liu, Chunhong] Simon Fraser Univ, Fac Educ, Burnaby, BC, Canada	University of Macau; Shanghai Jiao Tong University; Simon Fraser University
190501	WOS:001315233600006	2024	AI-Supported Online Language Learning: Learners' Self- Esteem, Cognitive-Emotion Regulation, Academic Enjoyment, and Language Success	Xiao, T; Yi, SS; Akhter, S	[Xiao, Ting] KINDAI Univ, Fac Biol Oriented Sci & Technol, Dept Genet Engn, Wakayama, Japan; [Xiao, Ting] Nagahama Inst Biosci & Technol, Grad Sch Biosci Major Biosci, Nagahama, Shiga, Japan; [Yi, Sisi] Yangzhou Technician Coll, Yangzhou, Peoples R China; [Akhter, Shamim] Univ Utara Malaysia, Sintok, Malaysia	Universiti Utara Malaysia
190610	WOS:001102011000001	2024	Understanding students' backtracking behaviors in digital textbooks: a data-driven perspective	Jiang, B; Wei, Y; Gu, MJ; Yin, CJ	[Jiang, Bo] East China Normal Univ, Dept Educ Informat Technol, Shanghai, Peoples R China; [Jiang, Bo; Wei, Yuang] Shanghai Inst AI Educ, Shanghai, Peoples R China; [Gu, Meijun] Chouzhou Middle Sch, Yiwu, Peoples R China; [Yin, Chengjiu] Kobe Univ, Informat Sci & Technol Ctr, Kobe, Japan	East China Normal University; Kobe University
190612	WOS:000805299600001	2024	Facing Rootlessness: Language and Identity Construction in Teaching and Research Practices Among Bilingual Returnee Scholars in China	Xu, J; Ou, WA	[Xu, Jian] Sichuan Int Studies Univ, Chongqing, Peoples R China; [Ou, Wanyu Amy] Univ Gothenburg, Box 100,Forskningsgangen 6, S-41296 Gothenburg, Sweden	Sichuan International Studies University; University of Gothenburg
190614	WOS:001140320800001	2024	Investigating the Effects of Chinese University Students' Online Engagement on Their EFL Learning Outcomes	Sun, PP; Zhang, LJ	[Sun, Peijian Paul] Zhejiang Univ, Dept Linguist, Hangzhou, Peoples R China; [Zhang, Lawrence Jun] Univ Auckland, Fac Educ & Social Work, Auckland, New Zealand	Zhejiang University; University of Auckland
190667	WOS:001050732500003	2024	Argument mapping as a pre-writing activity: Does it promote writing skills of EFL learners?	Liu, Q; Zhong, ZY; Nesbit, JC	[Liu, Qing; Nesbit, John C.] Simon Fraser Univ, 8888 Univ Dr, Burnaby, BC V5A 1S6, Canada; [Zhong, Zhiying] South China Agr Univ, Guangzhou, Peoples R China	Simon Fraser University; South China Agricultural University
190668	WOS:001139667100001	2024	School Accountability and Student Social-Emotional Learning: Evidence From the OECD's Survey on Social and Emotional Skills	Gao, XY; Lin, Q; Xia, JA	[Gao, Xingyuan; Lin, Qi] East China Normal Univ, Shanghai, Peoples R China; [Xia, Jiangang] Univ Nebraska Lincoln, Lincoln, NE USA; [Gao, Xingyuan] East China Normal Univ, Inst Basic Educ Reform & Dev, Dept Educ, 3663 Zhongshan North Rd, Shanghai, Peoples R China	East China Normal University; University of Nebraska System; University of Nebraska Lincoln; East China Normal University
190674	WOS:001355037700001	2024	Evolving into curriculum makers: the pivotal role of geography teachers as boundary teachers	Hu, QL; Fan, MQ; Tian, Y; Tao, XX; Liu, AD	[Hu, Qing-li] Shaanxi Normal Univ, Sch Geog & Tourism, Xian, Peoples R China; [Fan, Meiqi] Univ Calgary, Werklund Sch Educ, Calgary, AB, Canada; [Tian, Yu] Shaanxi Normal Univ, Sch Ge?og & To?urism, Xian, Peoples R China; [Tao, Xiaoxiao] Qing Hai Huang Chuan Sr High Sch, Xining, Peoples R China; [Liu, An-duo] Hebei Normal Univ, Middle Sch, Shijiazhuang, Peoples R China	Shaanxi Normal University; University of Calgary; Shaanxi Normal University; Hebei Normal University
190736	WOS:001046964800003	2024	NaMemo2: Facilitating Teacher-Student Interaction with Theory-Based Design and Student Autonomy Consideration	Jiang, G; Zhu, JH; Li, YS; An, PC; Wang, YL	[Jiang, Guang; Zhu, Jiahui; Li, Yunsong] Xidian Univ, Sch Telecommun Engn, Xian, Peoples R China; [An, Pengcheng] Southern Univ Sci & Technol, Sch Design, Shenzhen, Peoples R China; [Wang, Yunlong] ASTAR, Inst High Performance Comp IHPC, 1 Fusionopolis Way,16-16 Connexis North Tower, Singapore 138632, Singapore	Xidian University; Southern University of Science & Technology; Agency for Science Technology & Research (A*STAR); A*STAR - Institute of High Performance Computing (IHPC)
190738	WOS:001355643500001	2024	Dynamic positioning in identity development: Case studies of Chinese university English language teachers	Chen, S; Zhang, LJ; McNaughton, S	[Chen, Shan] Weifang Univ, Weifang, Peoples R China; [Zhang, Lawrence Jun; McNaughton, Stuart] Univ Auckland, Auckland, New Zealand	Weifang University; University of Auckland
190748	WOS:001139354200001	2024	The English Reading Enjoyment Scale and its preliminary evidence of psychometric properties	Jin, YX; Jiang, N; Zhang, LJ	[Jin, Yinxing] Hainan Normal Univ, Sch Foreign Languages, Haikou, Peoples R China; [Jiang, Nan] Hainan Normal Univ, Inst Educ Reform & Dev Hainan Prov, Haikou, Peoples R China; [Zhang, Lawrence Jun] Univ Auckland, Fac Educ & Social Work, Auckland, New Zealand; [Jin, Yinxing] Hainan Normal Univ, Sch Foreign Languages, 99 South Longkun Rd, Haikou 571158, Hainan, Peoples R China	Hainan Normal University; Hainan Normal University; University of Auckland; Hainan Normal University
190758	WOS:001163751200001	2024	Development and validation of Questionnaire for Self-regulated Learning Writing Strategies (QSRLWS) for EFL learners	Shen, B; Wang, L	[Wang, Lu] Tokyo Keizai Univ, Ctr Gen Educ, Tokyo, Japan; [Shen, Bin] Fuzhou Univ, Ctr Foreign Language Educ & Teaching, Sch Foreign Languages, Fuzhou, Fujian, Peoples R China	Tokyo Keizai University; Fuzhou University
190778	WOS:001087762200001	2024	An AI-enabled feedback-feedforward approach to promoting online collaborative learning	Zheng, LQ; Fan, YC; Chen, BD; Huang, ZC; Long, ML	[Zheng, Lanqin; Fan, Yunchao; Huang, Zichen] Beijing Normal Univ, Fac Educ, Sch Educ Technol, 19 XinJieKouWai St, Beijing 100875, Peoples R China; [Chen, Bodong; Long, Miaolang] Univ Penn, Grad Sch Educ, Philadelphia, PA USA	Beijing Normal University; University of Pennsylvania
190982	WOS:001278517600001	2024	Multifaceted Challenges and Opportunities: Concurrent Mixed Methods Research to Investigate Chinese Exchange Students' Experiences in the U.S. Transnational Online Learning Ecology	Ren, XY; Zhou, Y	[Ren, Xinyue] Old Dominion Univ, Norfolk, VA 23529 USA; [Zhou, Yi] Guangxi Univ, Nanning, Peoples R China	Old Dominion University; Guangxi University
191013	WOS:001364528300001	2024	How institutional resources affect university students' learning outcomes: evidence from the 2023 university student learning experience survey in China	Lu, BW; Chen, FJ; See, BH; Dai, BR; Shao, X	[Lu, Binwei; Chen, Fengju] Zhejiang Univ, Coll Educ, Hangzhou 310058, Peoples R China; [See, Beng Huat] Univ Birmingham, Sch Educ, Birmingham, England; [Dai, Binru] Zhejiang Univ, Coll Econ, Hangzhou, Peoples R China; [Shao, Xin] UCL, Inst Educ, London, England	Zhejiang University; University of Birmingham; Zhejiang University; University of London; University College London; UCL Institute of Education
191042	WOS:000964232700001	2024	The effect of physical education teaching style on exercise habits of college students	Xu, HB; Albattat, A; Phuoc, JC; Wang, BG	[Xu, Haibo; Albattat, Ahmad; Phuoc, Jeong Chun] Management & Sci Univ, Post Grad Ctr, Grad Sch Management, Shah Alam, Malaysia; [Wang, Baogui] Binzhou Univ, Binzhou, Peoples R China	Management Science University; Shandong University of Aeronautics
191107	WOS:001127490000001	2024	The Chain of Cultural Disdain: Demystifying the Patterns of Intercultural Interactions on University Campuses in China	Cheng, M; Yu, Y	[Cheng, Ming] Sheffield Hallam Univ, Sheffield Inst Educ, Coll Social Sci & Arts, Charles St Room 12-4-01,City Campus, Sheffield S12NE, England; [Yu, Yun] Shanghai Normal Univ, Sch Educ, 100 Guilin Rd, Shanghai, Peoples R China	Sheffield Hallam University; Shanghai Normal University
191133	WOS:000898257800001	2024	Special education teachers' perspectives of effective pre-service training practices in systematic instruction for students with extensive support needs	Walker, VL; Douglas, K; Wang, C; Li, Z	[Walker, Virginia L.] Univ N Carolina, Dept Special Educ & Child Dev, Charlotte, NC USA; [Douglas, Karen] Radford Univ, Sch Teacher Educ & Leadership, Radford, VA USA; [Wang, Chuang] Univ Macau, Fac Educ, Macau, Peoples R China; [Li, Zhi] Univ N Carolina, Dept Educ Leadership, Charlotte, NC USA; [Walker, Virginia L.] Univ N Carolina, Special Educ & Child Dev, Charlotte, NC 28223 USA	University of North Carolina; University of North Carolina Charlotte; Radford University; University of Macau; University of North Carolina; University of North Carolina Charlotte; University of North Carolina; University of North Carolina Charlotte
191181	WOS:001107535200001	2024	Where is our way? A collaborative autoethnography of overseas-educated Chinese female PhDs' academic career decision journey	Liu, YX; Li, X; Chen, LL	[Liu, Yingxin] Chinese Univ Hong Kong, Sch Humanities & Social Sci, Shenzhen, Peoples R China; [Li, Xin] Hiroshima Univ, Res Inst Higher Educ, Hiroshima, Japan; [Chen, Lilan] Osaka Univ, Ctr Student Success Res & Practice, Osaka, Japan; [Chen, Lilan] Osaka Univ, Ctr Student Success Res & Practice, Suita Campus,Yamadaoka 1-1, Suita, Osaka 5650871, Japan	The Chinese University of Hong Kong, Shenzhen; Hiroshima University; The University of Osaka; The University of Osaka
191185	WOS:000963316500001	2024	Web GIS as a pedagogical tool in tourist geography course: the effect on spatial thinking ability and self-efficacy	Cao, K; Qi, YT; Neo, HYR; Guo, H	[Cao, Kai; Qi, Yunting] East China Normal Univ, Sch Geog Sci, Shanghai, Peoples R China; [Cao, Kai; Qi, Yunting] East China Normal Univ, Key Lab Geog Informat Sci, Minist Educ, Shanghai, Peoples R China; [Neo, Hui Yun Rebecca; Guo, Hui] Natl Univ Singapore, Dept Geog, Singapore, Singapore	East China Normal University; East China Normal University; National University of Singapore
191309	WOS:001233240600001	2024	Situated Learning for Community Engagement: Chinese and Chinese Americans Transformative Action for Identity Reformation in the Context of the Politicalized COVID-19 Pandemic	Sun, Q; Lin, X; Zhang, XQ; Rui, R	[Sun, Qi] Univ Tennessee, Coll Educ Hlth & Human Sci, Dept Educ Leadership & Policy Studies, Adult & Continuing Educ PhD Program, Knoxville, TN USA; [Lin, Xi] East Carolina Univ, Dept Interdisciplinary Profess, Greenville, NC USA; [Zhang, Xiaoqiao] Shanghai Jiao Tong Univ, Ctr Sch Mental Hlth Res, Sch Educ, Shanghai, Peoples R China; [Rui, Rachel] Univ Tennessee, Ctr Global Engagement, Knoxville, TN USA	University of Tennessee System; University of Tennessee Knoxville; University of North Carolina; East Carolina University; Shanghai Jiao Tong University; University of Tennessee System; University of Tennessee Knoxville
191528	WOS:000794213000001	2024	International student stressors and mental health during the COVID-19 pandemic: a qualitative study	Zhang, XQ; Wong, GTF; Liu, CH; Hahm, HC; Chen, JA	[Zhang, Xiaoqiao] Shanghai Jiao Tong Univ, Sch Educ, Shanghai, Peoples R China; [Wong, Ga Tin Finneas; Liu, Cindy H.] Brigham & Womens Hosp, Dept Pediat Newborn Med, 75 Francis St, Boston, MA 02115 USA; [Liu, Cindy H.] Brigham & Womens Hosp, Dept Psychiat, 75 Francis St, Boston, MA 02115 USA; [Liu, Cindy H.; Chen, Justin A.] Harvard Med Sch, Boston, MA 02115 USA; [Hahm, Hyeouk Chris] Boston Univ, Sch Social Work, Boston, MA 02215 USA; [Chen, Justin A.] Massachusetts Gen Hosp, Dept Psychiat, Boston, MA 02114 USA	Shanghai Jiao Tong University; Harvard University; Harvard University Medical Affiliates; Brigham & Women's Hospital; Harvard University; Harvard University Medical Affiliates; Brigham & Women's Hospital; Harvard University; Harvard Medical School; Boston University; Harvard University; Harvard University Medical Affiliates; Massachusetts General Hospital
191638	WOS:001210464900001	2024	Integrated engineering education through design activities: A signal phase module design case study for traffic engineering course	Zhu, SC; Yuan, YF; Peng, WJ; Wu, HB; Yu, L; Lan, Q	[Zhu, Sicong] Guangzhou Maritime Univ, Guangzhou, Guangdong Provi, Peoples R China; [Zhu, Sicong; Lan, Qing] Hebei Univ Water Resources & Elect Engn, Hebei Higher Inst Transportat Infrastruct Res & De, Ctr Digital & Intelligent Technol Applicat, Cangzhou, Hebei, Peoples R China; [Yuan, Yufei] Delft Univ Technol, Fac Civil Engn & Geosci, Delft, Netherlands; [Peng, Wenjie] Beijing Jiaotong Univ, Key Lab Transport Ind Big Data Applicat Technol Co, Minist Transport, Beijing, Peoples R China; [Wu, Hangbin] Tongji Univ, Coll Surveying & Geoinformat, Shanghai, Peoples R China; [Yu, Lei] Shandong Jiaotong Univ, Jinan, Shandong, Peoples R China	Guangzhou Maritime University; Hebei University of Water Resources & Electric Engineering; Delft University of Technology; Beijing Jiaotong University; Tongji University; Shandong Jiaotong University
191650	WOS:001245724300005	2024	Choosing American colleges from Afar: Chinese Students' Perspectives	Xue, YF; Li, SG; Ding, L	[Xue, Yefei] Nanjing Univ, Nanjing, Peoples R China; [Li, Siguo] Massachusetts Gen Hosp, Boston, MA USA; [Ding, Liang] Macalester Coll, St Paul, MN USA	Nanjing University; Harvard University; Harvard University Medical Affiliates; Massachusetts General Hospital; Macalester College
191885	WOS:000890113000001	2024	Analyzing the effects of instructional strategies on students' on-task status from aspects of their learning behaviors and cognitive factors	Du, X; Zhang, LZ; Hung, JL; Li, H; Tang, HT; Dai, M	[Du, Xu; Li, Hao; Dai, Miao] Cent China Normal Univ, Natl Engn Res Ctr E Learning, Wuhan 430079, Peoples R China; [Zhang, Lizhao; Hung, Jui-Long] Cent China Normal Univ, Natl Engn Lab Educ Big Data, Wuhan 430079, Peoples R China; [Hung, Jui-Long] Boise State Univ, Dept Educ Technol, 1910 Univ Dr, Boise, ID 83725 USA; [Tang, Hengtao] Univ South Carolina, Dept Educ Studies, Charleston, SC USA	Central China Normal University; Central China Normal University; Boise State University
